@RELATION golfdata.csv

@ATTRIBUTE name	{HarrisonFrazar,DavisLoveIII,FrankLickliter,BrinyBaird,JerryKelly,JohnRiegger,StephenAmes,CraigBarlow,PaulAzinger,RetiefGoosen,JohnHuston,VijaySingh,OmarUresti,AaronBaddeley,CraigBowden,BrendenPappas,JesperParnevik,BoVanPelt,MichaelAllen,LukeDonald,JoeDurant,CarlosFranco,ShaunMicheel,CoreyPavin,ChrisRiley,StephenAllan,CameronBeckman,RobertGamez,CharlesHowellIII,JonathanByrd,BenCrane,MarkHensby,TimHerron,PatPerez,D.J.Brigman,BartBryant,FredFunk,BrianGay,DuffyWaldorf,TommyArmourIII,PatBates,JasonDufner,BrentGeiberger,JohnMaginnes,ShigekiMaruyama,KevinNa,OlinBrowne,RussCochran,PeterJacobsen,TedPurdy,HidetoTanihara,TjaartvanderWalt,DannyBriggs,JonathanKaye,KenichiKuboya,RodPampling,AndreStolz,BobBurns,KenDuke,DavidIshii,TomLehman,ScottSimpson,ArjunAtwal,WoodyAustin,JasonBohn,ToddFischer,LucasGlover,RichardS.Johnson,BobbyKalinowski,BradLardon,JoeOgilvie,RyanPalmer,JohnSenden,HidemichiTanaka,JeffBrehaut,HeathSlocum,LorenRoberts,TomCarter,JeffMaggert,StuartAppleby,ChadCampbell,JimFuryk,CraigPerks,KennyPerry,BrettQuigley,GrantWaite,GeneSauers,DarrenClarke,MichelleWie,DavidMorlandIV,BoydSummerhays,DeanWilson,DanielChopra,RichBarcelo,BenCurtis,JohnCook,ScottHoch,TomPernice_Jr,EstebanToledo,TrippIsenhour,BrianKortan,RogerTambellini,DavidBranshaw,KrisCox,ZachJohnson,RonCastillo_Jr,SteveFlesch,DavidPeoples,SpikeMcRoy,GregMeyer,VaughnTaylor,ChrisCouch,NotahBegayIII,ChrisSmith,CraigStadler,TimPetrovic,HunterMahan,DanOlsen,AdamScott,RolandThatcher,SkipKendall,MattKuchar,JeffSluman,BlaineMcCallister,WesShort,BrianBateman,PatrickSheehan,J.P.Hayes,KevinHayashi,TetsujiHiratsuka,ToddHamilton,HirofumiMiyase,YusakuMiyazato,JohnMorse,KevinMuncrief,ScottHend,CarlPettersson,JonathanOta,MyungJunPark,GuyBoros,TomByrum,DaveEichelberger,PhilMickelson,JayHaas,BernhardLanger,KentJones,J.L.Lewis,KirkTriplett,RoccoMediate,MarkOMeara,GeoffOgilvy,ScottVerplank,DannyEllis,JustinLeonard,JohnDaly,LeeJanzen,StephenLeaney,RobertDamron,BobEstes,StevePate,MikeWeir,BillyAndrade,PaulStankowski,MarcoDawson,FredrikJacobson,StewartCink,NealLancaster,ScottMcCarron,SteveElkington,DonnieHammond,KevinSutherland,MarkCalcavecchia,MathiasGronberg,Per-UlrikJohansson,J.J.Henry,SteveLowery,GlenHnatiuk,IanLeggatt,PatrickMoore,JayWilliamson,DanForsman,JayDelsing,KeithFergus,MattGogel,MarkBrooks,DudleyHart,BillyMayfair,BrandtJobe,RichBeem,GlenDay,ChrisDiMarco,SteveStricker,HalSutton,JoeySindelar,DavidGossett,CliffKresge,GeoffreyDean,EdFiori,MichaelBeard,MarkHayes,SergioGarcia,RobertAllenby,RickyBarnes,AlexCejka,BobTway,JimCarter,ArronOberholser,JohnRollins,K.J.Choi,FredCouples,TimClark,RorySabbatini,PaulCasey,NiclasFasth,HankKuehne,StevenTate,BillGlasson,DonYrene,GusCable,TonyRohlik,BrettUpper,PhillipPrice,WillieWood,JayDonBlake,GregChalmers,DavidEdwards,SteveFriesen,MarkWilson,JoelKribel,DavidSutherland,KevinStadler,DennisPaulson,TrevorDodds,DeanePappas,CaseyMartin,ScottGutschewski,AaronBarber,StanUtley,JasonGore,MikeHulbert,LarryMize,BryceMolder,JohnE.Morgan,TagRidings,NickWatney,BrianWatts,BradFaxon,JoseMariaOlazabal,TommyTolles,KrisMoe,MikeSpringer,MichaelClarkII,MarkWiebe,PaulMcGinley,JimMcGovern,RobinFreeman,MikeGrob,ToddBarranger,RobertHamilton,D.A.Points,KevinStreelman,BrianHenninger,MikeStandly,KeithClearwater,JohnEllis,KellyGibson,MikeHeinen,DavidLebeck,JinPark,DickyPride,DaveStockton_Jr,KenGreen,ShawnKelly,GeorgeBurns,GarrettWillis,RogerMaltbie,RickLeibovich,ThomasBjorn,TigerWoods,KeiichiroFukabori,LeeWestwood,ChrisHeinz,RonSkayhan,DavidSchnider,PaulHoltby,TimParun,MikeLavery,J.B.Sneve,DavidOh,JustinRose,DavidToms,PeterLonard,AngelCabrera,DavidBerganio_Jr,EduardoRomero,NickPrice,ScottHeyn,FultonAllem,DaisukeMaruyama,DavidFrost,DannyEdwards,DonPooley,TedTryba,JohnDouma,SeanMurphy,ChrisNallen,ScottHarrington,CarlPaulson,BenoitBeisser,CraigParry,JoseCoceres,ErikCompton,SvenStruver,BobFord,SteveBurns,AlanMorin,TatsuakiNakamura,DeanProwse,BobHeintz,ToddGleaton,AndyMorse,RamonBescansa,LeeRinker,LenMattiace,JohnBungert,TrevorImmelman,TomWatson,NickFaldo,ErnieEls,PatrickDamron,NickFlanagan,IanPoulter,DeanA.Wilson,ArnoldPalmer,PadraigHarrington,ColinMontgomerie,GregNorman,PaulLawrie,BrianDavis,FranklinLangham,KevinDurkin,TimWeinhart,NickCassini,DavidNoll,CraigStevens,BrianDixon,CaseyWittenberg,SandyLyle,BrandtSnedeker,MichaelCampbell,BenCrenshaw,RaymondFloyd,Lian-WeiZhang,JackNicklaus,NathanSmith,IanWoosnam,ToshiIzawa,GaryWolstenholme,FuzzyZoeller,GaryPlayer,CharlesCoody,TommyAaron,CurtisStrange,JeffreyLankford,D.J.Trahan,GeorgeBryan,MikeHarmon,BrianHarman,EdwardLoar,PhilBlackmar,JimmyWalker,VictorSchwamkrug,DavidLundstrom,BrianSmith,TyArmstrong,LonnyAlexander,KenKelley,JasonLaing,JamesH.McLean,AndrewMcLardy,BrentSchwarzrock,PatrickPrince,DavidChurch,MichaelPearson,TimThelen,BryantMacKellar,DerekSanders,KellyMitchum,JerryHaas,CharlesWarren,ScottPiercy,AndyCrain,JasonHartwick,JCAnderson,BradElder,JamieElliott,CameronDoan,MichaelHenderson,DanPohl,RodCurl,MichaelBradley,DougBarron,JoelEdwards,VanceVeazey,JimGallagher_Jr,GregKraft,RickFehr,DavidHowser,BrianWilson,ZebPatten,BobbyCochran,BrettPaquet,MattLoving,LorenPersonett,TimTims,DarrenFichardt,ThongchaiJaidee,BradAdamonis,MiguelAngelJimenez,DarrellKestner,CarlAlexander,CraigThomas,HeathWassem,RobertDeruntz,SpencerLevin,DavidRoesch,BillHaas,GeoffreySisk,TomKite,JoakimHaeggman,ChezReavie,JustinHicks,BubbaWatson,RobertGarrigus,BrendanJones,BrockMackenzie,ParkerMcLachlin,EricAxley,AndrewTschudin,CamiloVillegas,JohnElliott,ThomasLevet,ScottWeatherly,CharletonDechert,PeteJordan,DavidFaught,GabrielHjertstedt,JohnConnelly,JeffGove,JimmyGreen,LeifOlsen,PaytonOsborn,StephenSokol,JohnsonWagner,SteveGotsche,CaseyBourque,OscarAlvarez,JoeyMaxon,DavidDuval,DavidCarr,CharleyHoffman,TomScherrer,MattHendrix,BrandonKnaub,RickyTouma,DelPonchock,JimSchouller_Jr,GeorgeBradford,MikeSmall,JoeAffrunti,ChrisBotsford,DerekLamely,BrettMelton,RoyBiancalana,DannyMulhearn,HiroyukiFujita,JohnBermel,JamieRogers,BradleyHeaven,ChrisWinkel,KevinHaefner,JohnShawver,WayneLevi,DavidOgrin,TimConley,JimBenepe,BradBryant,MikeSullivan,DaveRummells,MikeSposa,PhilTataurangi,BillBritton,NolanHenke,AkioSadakata,JohnAdams,BradFabel,KennyKnox,WilliamLinkIV,LarryRinker,DanHalldorson,MacOGrady,SamRandolph,GaryHallberg,DennisColligan,MikeDonald,DavidBranham,KevinSavage,BobLohr,NickGilliam,NathanFritz,JerrySmith,JimSchuman,MarioTiziani,CharlieBrown,JonTurcott,AndyBarrett,SeanPacetti,MiguelRivera,MattSeppanen,JeffRoth,RyanWelborn,MikeAustin,SteveVecellio,BobAckerman,Jean-FrancoisRemesy,NickOHern,ChipSullivan,DavidHowell,S.K.Ho,ShingoKatayama,ScottDrummond,JeffCoston,RaphaelJacquelin,HaleIrwin,QuinnGriffing,RicardoGonzalez,ZaneZwemke,TimFleming,AlanSchulte,GraemeMcDowell,FrankBensel,SteveSchneiter,CaryHungate,BruceSmith,BobSowards,MikeNorthern,RonPhilo_Jr,DavidTentis,RobertThompson,MikeBaker_Jr,MikeSchuchart,SeanEnglish,MarkEvenson,BrettRumford,BarryLane,PeterSenior,PierreFulke,TimWilkinson,MattWeibring,BradleyHughes,JyotiRandhawa,EliZackheim,KevinGiancola,TomGleeton,UlyGrisette,FrankGraziosa,BobMucha,MarcelSiem,JasonCaron,JamieNeher,FrankVana,JefferyW.Martin,JimRutledge,DirkAyers,BradSutterfield,ScottDunlap,MarcGirouard,ClintJensen,RichardScott,StephenWoodard,JonMills,SteveScott,RichardZokol,DerekGillespie,RobMcMillan,DavidHearn,MarcBourgeois,CraigDoell,DavidMathis,JamesLepp,DarrenWallace,AdamMeyer,BrandelChamblee,JJWall,SeanFarren,JohnAber,RettCrowder,PaulGoydos,EdFryatt,MarcoRuiz,RyanMoore,ChrisStroud,BradHauer,JayOverton}
@ATTRIBUTE strokes	real
@ATTRIBUTE tournament	real

@DATA
PatrickSheehan,69,14
ErnieEls,69,14
FredFunk,69.25,14
JustinRose,69.5,14
StephenAmes,69.5,14
JayHaas,69.5,14
ScottHoch,69.5,14
KevinNa,70,14
GeoffOgilvy,70,14
DarrenClarke,70,14
JoseCoceres,70,14
JonathanKaye,70,14
LucasGlover,70.25,14
JayWilliamson,70.25,14
RodPampling,70.25,14
TimPetrovic,70.25,14
BobBurns,70.25,14
JonathanByrd,70.25,14
FredrikJacobson,70.25,14
KentJones,70.25,14
CliffKresge,70.25,14
MarkOMeara,70.5,14
DennisPaulson,70.5,14
NickPrice,70.5,14
AlexCejka,70.5,14
BenCurtis,70.5,14
JohnHuston,70.5,14
SkipKendall,70.5,14
MattKuchar,70.75,14
DavisLoveIII,70.75,14
HeathSlocum,70.75,14
ScottVerplank,70.75,14
WoodyAustin,70.75,14
TomByrum,70.75,14
ChadCampbell,70.75,14
DavidFrost,71,14
BernhardLanger,71,14
JustinLeonard,71,14
SpikeMcRoy,71,14
CraigBowden,71,14
LeeJanzen,71,14
RobertGamez,71.25,14
JeffMaggert,71.25,14
JohnRollins,71.25,14
CameronBeckman,71.25,14
JeffBrehaut,71.25,14
TimClark,71.25,14
BenCrane,71.25,14
DudleyHart,71.25,14
DeanWilson,71.5,14
J.L.Lewis,71.5,14
FrankLickliter,71.5,14
ScottSimpson,71.5,14
BillyAndrade,71.5,14
BrianBateman,71.5,14
GlenDay,71.5,14
ZachJohnson,71.5,14
IanPoulter,71.75,14
LorenRoberts,71.75,14
CraigBarlow,71.75,14
ScottHend,71.75,14
BobEstes,72,14
RobertDamron,72.25,14
MattGogel,72.5,14
DanOlsen,72.5,14
BillyMayfair,72.75,14
BradFaxon,72.75,14
ToddFischer,73,14
TommyArmourIII,73,14
TrevorImmelman,72.5,14
RichardS.Johnson,72.5,14
StephenLeaney,72.5,14
BlaineMcCallister,72.5,14
JoeOgilvie,72.5,14
JesperParnevik,72.5,14
StephenAllan,72.5,14
NotahBegayIII,72.5,14
JoeDurant,72.5,14
NiclasFasth,72.5,14
JohnRiegger,72.5,14
JeffSluman,72.5,14
PatBates,73,14
MathiasGronberg,73,14
CoreyPavin,73,14
DavidPeoples,73,14
TomPernice_Jr,73,14
RogerTambellini,73,14
MarkHensby,73.5,14
GlenHnatiuk,73.5,14
PeterLonard,73.5,14
LarryMize,73.5,14
FultonAllem,73.5,14
MarkBrooks,73.5,14
MarkCalcavecchia,73.5,14
LukeDonald,73.5,14
ToddHamilton,73.5,14
JoeySindelar,73.5,14
EstebanToledo,73.5,14
GregNorman,74,14
RyanPalmer,74,14
BrianGay,74,14
RetiefGoosen,74,14
KevinSutherland,74,14
NealLancaster,74.5,14
MichaelAllen,74.5,14
TomCarter,74.5,14
JohnCook,74.5,14
DanForsman,74.5,14
BobTway,74.5,14
GrantWaite,74.5,14
ArronOberholser,75,14
CurtisStrange,75,14
JeffreyLankford,75.5,14
PatPerez,75.5,14
GeneSauers,75.5,14
ChrisSmith,75.5,14
D.J.Trahan,75.5,14
BrendenPappas,76,14
GeorgeBryan,76,14
OmarUresti,76,14
LenMattiace,76.5,14
SteveFlesch,76.5,14
LeeWestwood,76.5,14
MikeHarmon,77,14
PaulAzinger,77,14
JohnMaginnes,78,14
BrianHarman,78.5,14
DavidGossett,79,14
VijaySingh,69.25,15
ScottHoch,69.75,15
JohnHuston,70,15
StephenAmes,70.5,15
DudleyHart,70.5,15
PaulAzinger,70.75,15
JoseCoceres,70.75,15
JohnDaly,70.75,15
RorySabbatini,70.75,15
GeoffOgilvy,71,15
D.J.Brigman,71.25,15
K.J.Choi,71.25,15
PaulStankowski,71.25,15
TimHerron,71.25,15
ZachJohnson,71.25,15
DavidPeoples,71.25,15
TedPurdy,71.25,15
PatrickSheehan,71.25,15
JasonBohn,71.5,15
MarkCalcavecchia,71.5,15
CarlosFranco,71.5,15
SteveStricker,71.5,15
BoVanPelt,71.5,15
SteveLowery,71.5,15
KevinNa,71.5,15
JoeOgilvie,71.5,15
TimPetrovic,71.5,15
BrianBateman,71.75,15
TomCarter,72,15
LucasGlover,72,15
NealLancaster,72,15
JustinLeonard,72,15
LenMattiace,72,15
BillyMayfair,72,15
TomPernice_Jr,72,15
JohnRiegger,72,15
RussCochran,72.25,15
BenCrane,72.25,15
HalSutton,72.25,15
HankKuehne,72.25,15
BlaineMcCallister,72.25,15
ChrisRiley,72.25,15
JeffBrehaut,72.5,15
DannyBriggs,72.5,15
MathiasGronberg,72.5,15
JayHaas,72.5,15
ArronOberholser,72.5,15
RodPampling,72.5,15
RobertAllenby,72.75,15
AlexCejka,72.75,15
FredCouples,72.75,15
LeeWestwood,72.75,15
FrankLickliter,72.75,15
DavidFrost,73,15
BrianKortan,73,15
EdwardLoar,73,15
DennisPaulson,73,15
HeathSlocum,73,15
RogerTambellini,73.25,15
RobertGamez,73.25,15
MikeHeinen,73.25,15
ScottHend,73.25,15
J.J.Henry,73.25,15
JoelKribel,73.25,15
AaronBaddeley,73.5,15
DanielChopra,73.5,15
TjaartvanderWalt,73.75,15
BrianGay,73.75,15
PhilBlackmar,74.25,15
DeanePappas,74.5,15
DickyPride,74.5,15
BillyAndrade,73,15
NotahBegayIII,73,15
GregChalmers,73,15
JoeySindelar,73,15
KevinSutherland,73,15
CliffKresge,73,15
CraigBowden,73,15
MarkHensby,73,15
AndreStolz,73,15
StephenAllan,73,15
KenGreen,73,15
JimmyWalker,73,15
JeffMaggert,73.5,15
JayDelsing,73.5,15
CameronBeckman,73.5,15
OlinBrowne,73.5,15
RobertDamron,73.5,15
MattKuchar,73.5,15
ScottMcCarron,73.5,15
GrantWaite,73.5,15
GarrettWillis,73.5,15
BobBurns,73.5,15
KentJones,73.5,15
StevePate,73.5,15
HidemichiTanaka,73.5,15
ArjunAtwal,73.5,15
JasonDufner,73.5,15
BrinyBaird,74,15
MarkBrooks,74,15
DavidGossett,74,15
SpikeMcRoy,74,15
PatPerez,74,15
VictorSchwamkrug,74,15
ToddHamilton,74,15
DanOlsen,74,15
JustinRose,74,15
TommyArmourIII,74.5,15
BrendenPappas,74.5,15
DavidBranshaw,74.5,15
KenDuke,74.5,15
HunterMahan,74.5,15
JohnMaginnes,74.5,15
RichBeem,75,15
CharlesHowellIII,75,15
EstebanToledo,75,15
JohnSenden,75,15
NiclasFasth,75,15
DavidLundstrom,75,15
DavidMorlandIV,75,15
TagRidings,75,15
BrandtSnedeker,75,15
RyanPalmer,75,15
DeanWilson,75,15
JimMcGovern,75,15
TommyTolles,75.5,15
HirofumiMiyase,75.5,15
KevinMuncrief,75.5,15
ToddFischer,75.5,15
PatrickMoore,75.5,15
ChrisCouch,75.5,15
GuyBoros,75.5,15
BartBryant,75.5,15
BrettQuigley,76,15
TrippIsenhour,76,15
BrianSmith,76,15
KrisCox,76,15
TyArmstrong,76,15
MarkWilson,76,15
RolandThatcher,76,15
CraigPerks,76.5,15
TomByrum,77,15
SteveElkington,77.5,15
LonnyAlexander,77.5,15
KenKelley,77.5,15
JasonLaing,77.5,15
AaronBarber,78.5,15
DanForsman,79,15
VijaySingh,66.5,16
PhilMickelson,66.75,16
JoeOgilvie,66.75,16
HidemichiTanaka,67.25,16
CharlesHowellIII,67.75,16
JustinRose,67.75,16
K.J.Choi,68,16
StephenAmes,68,16
BrianBateman,68,16
MattKuchar,68.25,16
JoeDurant,68.25,16
RyanPalmer,68.5,16
KenDuke,68.5,16
DavidFrost,68.5,16
StevePate,68.75,16
CarlPettersson,68.75,16
PaulAzinger,68.75,16
BobBurns,68.75,16
DavidSutherland,68.75,16
JamesH.McLean,69,16
PatPerez,69,16
JohnSenden,69,16
SteveStricker,69,16
DanForsman,69,16
MathiasGronberg,69.25,16
J.L.Lewis,69.25,16
GeoffOgilvy,69.25,16
TedPurdy,69.25,16
BrinyBaird,69.25,16
JonathanByrd,69.25,16
RobertDamron,69.25,16
BobEstes,69.25,16
HalSutton,69.25,16
JerryKelly,69.5,16
SkipKendall,69.5,16
SteveLowery,69.5,16
DeanePappas,69.5,16
DennisPaulson,69.5,16
JoeySindelar,69.5,16
AndreStolz,69.5,16
StephenAllan,69.5,16
DanielChopra,69.5,16
RussCochran,69.5,16
DavidToms,69.5,16
ScottHoch,69.75,16
KentJones,69.75,16
ChrisRiley,69.75,16
SteveFlesch,69.75,16
BobTway,69.75,16
KellyGibson,70,16
HirofumiMiyase,70,16
CraigBowden,70,16
HarrisonFrazar,70,16
KenGreen,70.25,16
JoelKribel,70.25,16
AndrewMcLardy,70.25,16
OlinBrowne,70.25,16
GregChalmers,70.25,16
ScottVerplank,70.25,16
DeanWilson,70.25,16
ChrisSmith,70.5,16
GuyBoros,70.5,16
KirkTriplett,70.5,16
PatBates,70.75,16
OmarUresti,70.75,16
BlaineMcCallister,71,16
EstebanToledo,71,16
JohnE.Morgan,71.25,16
DanOlsen,71.25,16
VaughnTaylor,71.25,16
DannyEllis,71.5,16
JohnRiegger,71.75,16
D.J.Brigman,71.75,16
FultonAllem,72,16
JeffBrehaut,72.25,16
MikeHeinen,72.5,16
ChrisDiMarco,72.5,16
TommyTolles,73,16
J.P.Hayes,70.5,16
RichardS.Johnson,70.5,16
JimCarter,70.5,16
JoseCoceres,70.5,16
JayDelsing,70.5,16
BrianGay,70.5,16
RickyBarnes,70.5,16
GeneSauers,70.5,16
TomPernice_Jr,70.5,16
PatrickSheehan,70.5,16
MikeStandly,70.5,16
GarrettWillis,70.5,16
MarkWilson,70.5,16
DudleyHart,71,16
BradLardon,71,16
JohnMaginnes,71,16
DannyBriggs,71,16
MarkBrooks,71,16
BartBryant,71,16
JasonDufner,71,16
PatrickMoore,71,16
KevinMuncrief,71,16
JasonBohn,71,16
RolandThatcher,71,16
ToddHamilton,71.5,16
TrippIsenhour,71.5,16
CliffKresge,71.5,16
WoodyAustin,71.5,16
AaronBarber,71.5,16
DavidBranshaw,71.5,16
TjaartvanderWalt,71.5,16
RichBarcelo,71.5,16
CraigPerks,71.5,16
RogerTambellini,71.5,16
ScottHend,72,16
HankKuehne,72,16
GlenDay,72,16
TrevorDodds,72,16
KevinNa,72,16
LucasGlover,72,16
JeffSluman,72,16
DickyPride,72,16
HeathSlocum,72,16
BoVanPelt,72,16
BrianKortan,72.5,16
ToddFischer,72.5,16
HunterMahan,72.5,16
CarlosFranco,72.5,16
ScottSimpson,72.5,16
BrentSchwarzrock,72.5,16
BrandtSnedeker,72.5,16
SpikeMcRoy,73,16
PatrickPrince,73,16
BrettQuigley,73,16
ArjunAtwal,73.5,16
NiclasFasth,73.5,16
BrendenPappas,73.5,16
TomCarter,74,16
DavidChurch,74,16
ScottMcCarron,74,16
MichaelPearson,74,16
StuartAppleby,75,16
KrisCox,75,16
TimThelen,75,16
BryantMacKellar,76.5,16
DerekSanders,81.5,16
JoeySindelar,69.25,17
ArronOberholser,69.25,17
CarlosFranco,69.5,17
TigerWoods,69.5,17
SteveFlesch,69.75,17
JeffMaggert,69.75,17
PhilMickelson,69.75,17
NotahBegayIII,69.75,17
MathiasGronberg,70,17
LucasGlover,70.25,17
GeoffOgilvy,70.25,17
VijaySingh,70.25,17
HeathSlocum,70.25,17
KevinSutherland,70.25,17
MattGogel,70.5,17
JonathanKaye,70.5,17
StuartAppleby,70.5,17
TomByrum,70.5,17
LukeDonald,70.5,17
KirkTriplett,70.5,17
ToddHamilton,70.75,17
J.J.Henry,70.75,17
DavisLoveIII,70.75,17
ChadCampbell,70.75,17
PatPerez,70.75,17
NickPrice,70.75,17
MikeWeir,70.75,17
JayHaas,71,17
SpikeMcRoy,71,17
CameronBeckman,71,17
JoeOgilvie,71,17
JasonBohn,71.25,17
GeneSauers,71.25,17
JohnSenden,71.25,17
DonnieHammond,71.5,17
StephenLeaney,71.5,17
PatBates,71.5,17
RichBeem,71.5,17
K.J.Choi,71.5,17
DanielChopra,71.5,17
JohnCook,71.5,17
BenCurtis,71.5,17
JohnRiegger,71.5,17
ScottHend,71.75,17
PeterLonard,71.75,17
ShaunMicheel,71.75,17
BrettQuigley,71.75,17
JeffSluman,71.75,17
DeanWilson,71.75,17
TrippIsenhour,72,17
RichardS.Johnson,72,17
RobertAllenby,72,17
RichBarcelo,72,17
ChrisDiMarco,72,17
RorySabbatini,72,17
ShigekiMaruyama,72.25,17
KellyMitchum,72.25,17
StephenAllan,72.25,17
BradFaxon,72.25,17
DavidPeoples,72.25,17
SergioGarcia,72.5,17
BrentGeiberger,72.5,17
BillyMayfair,72.5,17
TomCarter,72.75,17
TimClark,72.75,17
JerryKelly,73,17
MichaelAllen,73,17
RobertDamron,73,17
GrantWaite,73.25,17
MattKuchar,73.75,17
BlaineMcCallister,73.75,17
HidemichiTanaka,75,17
J.L.Lewis,72.5,17
JayDelsing,72.5,17
WoodyAustin,72.5,17
J.P.Hayes,72.5,17
TimHerron,72.5,17
FrankLickliter,72.5,17
MarkOMeara,72.5,17
JesperParnevik,72.5,17
RussCochran,72.5,17
BenCrane,72.5,17
ZachJohnson,72.5,17
JasonDufner,72.5,17
TedPurdy,72.5,17
BillyAndrade,73,17
StewartCink,73,17
JoeDurant,73,17
FredFunk,73,17
BrandtJobe,73,17
JustinLeonard,73,17
ChrisSmith,73,17
EstebanToledo,73,17
DavidToms,73,17
RobertGamez,73,17
KentJones,73,17
JohnRollins,73,17
DavidMorlandIV,73,17
DannyEllis,73,17
DannyBriggs,73,17
CarlPettersson,73,17
KevinNa,73,17
TommyArmourIII,73.5,17
HarrisonFrazar,73.5,17
DavidFrost,73.5,17
ScottHoch,73.5,17
DuffyWaldorf,73.5,17
JeffBrehaut,73.5,17
D.J.Brigman,73.5,17
RyanPalmer,73.5,17
DanOlsen,73.5,17
VaughnTaylor,73.5,17
ToddFischer,73.5,17
CliffKresge,73.5,17
JohnMaginnes,73.5,17
OlinBrowne,74,17
BrianGay,74,17
CharlesHowellIII,74,17
LeeJanzen,74,17
SkipKendall,74,17
LenMattiace,74,17
CoreyPavin,74,17
BobBurns,74,17
JonathanByrd,74,17
TimPetrovic,74,17
JerryHaas,74,17
KenDuke,74,17
RickyBarnes,74,17
GlenDay,74.5,17
TomPernice_Jr,74.5,17
DanForsman,75,17
PaulStankowski,75,17
DickyPride,75,17
AaronBaddeley,75,17
RogerTambellini,75,17
HankKuehne,75,17
OmarUresti,75.5,17
HunterMahan,75.5,17
PatrickMoore,75.5,17
ArjunAtwal,75.5,17
CraigBowden,75.5,17
DavidGossett,76,17
NealLancaster,76,17
CraigPerks,76,17
CharlesWarren,76,17
JeffreyLankford,76,17
SteveLowery,76.5,17
DavidBranshaw,76.5,17
JoseCoceres,77,17
ScottPiercy,77,17
AndyCrain,77.5,17
FultonAllem,78.5,17
MichaelClarkII,78.5,17
ToddGleaton,81.5,17
SergioGarcia,67.5,18
RobertDamron,67.5,18
DudleyHart,67.5,18
TimHerron,67.75,18
DuffyWaldorf,67.75,18
TigerWoods,67.75,18
ErnieEls,68,18
StephenLeaney,68,18
ShigekiMaruyama,68,18
NickPrice,68,18
JerryKelly,68.25,18
MarkOMeara,68.25,18
DeanePappas,68.25,18
BrianBateman,68.5,18
DavidBranshaw,68.5,18
ChrisDiMarco,68.5,18
LukeDonald,68.5,18
CarlosFranco,68.5,18
MattGogel,68.5,18
ScottVerplank,68.5,18
BrinyBaird,68.75,18
TomCarter,68.75,18
RodPampling,68.75,18
RorySabbatini,68.75,18
TjaartvanderWalt,68.75,18
BoVanPelt,68.75,18
JonathanByrd,69,18
JohnDaly,69,18
HarrisonFrazar,69,18
ShaunMicheel,69,18
TedPurdy,69,18
ChrisSmith,69,18
BrandtSnedeker,69,18
RussCochran,69.25,18
KentJones,69.25,18
HankKuehne,69.25,18
JustinLeonard,69.25,18
KevinNa,69.25,18
JesperParnevik,69.25,18
CarlPettersson,69.25,18
RobertAllenby,69.5,18
TommyArmourIII,69.5,18
J.J.Henry,69.5,18
ZachJohnson,69.5,18
JohnSenden,69.5,18
KevinSutherland,69.5,18
BobTway,69.5,18
CameronBeckman,69.75,18
JasonBohn,69.75,18
BartBryant,69.75,18
ChadCampbell,69.75,18
J.L.Lewis,69.75,18
PeterLonard,69.75,18
RichBarcelo,70,18
TomByrum,70,18
DanielChopra,70,18
CraigPerks,70,18
JayWilliamson,70,18
NotahBegayIII,70.25,18
JayDelsing,70.25,18
ToddFischer,70.25,18
ToddHamilton,70.25,18
NealLancaster,70.25,18
KennyPerry,70.25,18
VijaySingh,70.25,18
MikeWeir,70.25,18
GregChalmers,70.5,18
JohnCook,70.5,18
MarkHensby,70.5,18
LeeJanzen,70.5,18
PatPerez,70.5,18
BillyAndrade,70.75,18
KevinDurkin,70.75,18
SteveLowery,70.75,18
ScottSimpson,71.25,18
TommyTolles,71.5,18
KenDuke,71.75,18
GeneSauers,72,18
VaughnTaylor,72.5,18
AaronBaddeley,73.75,18
BrianGay,70.5,18
JasonHartwick,70.5,18
FrankLickliter,70.5,18
PhilMickelson,70.5,18
TimPetrovic,70.5,18
LorenRoberts,70.5,18
JohnRollins,70.5,18
JeffSluman,70.5,18
SteveStricker,70.5,18
RichBeem,70.5,18
D.J.Brigman,70.5,18
BobBurns,70.5,18
JimCarter,70.5,18
GlenDay,70.5,18
JasonDufner,70.5,18
DannyEllis,71,18
BobEstes,71,18
BrentGeiberger,71,18
RichardS.Johnson,71,18
CliffKresge,71,18
JeffMaggert,71,18
HunterMahan,71,18
DavidPeoples,71,18
EstebanToledo,71,18
BradFaxon,71.5,18
FredFunk,71.5,18
BrandtJobe,71.5,18
BillyMayfair,71.5,18
SpikeMcRoy,71.5,18
DanOlsen,71.5,18
JinPark,71.5,18
StephenAllan,71.5,18
StuartAppleby,71.5,18
DeanWilson,71.5,18
TimClark,71.5,18
BenCrane,71.5,18
ChrisRiley,72,18
MichaelAllen,72,18
JCAnderson,72,18
HidemichiTanaka,72,18
ChrisCouch,72,18
BradElder,72.5,18
RobertGamez,72.5,18
ScottHend,72.5,18
DavidToms,72.5,18
WoodyAustin,72.5,18
PaulStankowski,72.5,18
KrisCox,72.5,18
JamieElliott,73,18
LucasGlover,73,18
J.P.Hayes,73,18
JohnMaginnes,73,18
HalSutton,73,18
RogerTambellini,73,18
JeffBrehaut,73,18
OlinBrowne,73,18
CameronDoan,73,18
DanForsman,73.5,18
MichaelHenderson,73.5,18
BlaineMcCallister,73.5,18
ScottMcCarron,73.5,18
RyanPalmer,73.5,18
